StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q3,Q4,Q5,Q7,Q9,Q10,Q11,Q12,Q14,Q13,Q15,Q16
2018-11-12 14:57:58,2018-11-12 17:34:00,IP Address,216.165.95.129,100,9362,True,2018-11-12 17:34:01,R_yJeXQfcnGs1CZBn,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,171,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,"for the route the pattern i came up with was using the colors.for example green for the volcano ,orange for the light house, and pink for the palm tree island.each time it would show one of those, i would follow the pattern.","Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.",Hard,Fine
2018-11-14 15:04:33,2018-11-14 16:19:16,IP Address,216.165.95.176,100,4483,True,2018-11-14 16:19:17,R_u8soq8W03pTgsi5,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,176,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,remembering where each of them went to,"Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.,Remembered the destination of two planes for the color pilot and could then figure out where the third plane flew,Other",Just right,Fine
2018-11-15 11:53:24,2018-11-15 14:04:20,IP Address,216.165.95.132,100,7855,True,2018-11-15 14:04:20,R_1K3AohM4mfEPA5H,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,177,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,Following the pattern of the color first.,"Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.",Just right,Fine
2018-11-16 11:28:16,2018-11-16 12:53:48,IP Address,216.165.95.131,100,5131,True,2018-11-16 12:53:48,R_1FG8FNAPuI4lgGm,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,179,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,No,,"I would choose the plane of the opposite color of the color of the island where the pilot would fly if he were the one going in order. If it corresponded with the ordered path, it was the ordered pilot. If it was the island that corresponded with the color pilot, it was the color pilot.",Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.,Just right,A little boring
2018-11-19 09:06:39,2018-11-19 10:56:56,IP Address,216.165.95.163,100,6617,True,2018-11-19 10:56:57,R_UJH0nhXACXxECIN,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,178,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,No,,"Choose what I thought one pilot would do, then verify the result. If it's not what I expected, then the other pilot was flying. ","Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.",Easy,Fine
2018-11-20 09:07:44,2018-11-20 11:09:42,IP Address,216.165.95.161,100,7318,True,2018-11-20 11:09:43,R_3nT3VywvndcL4wI,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,180,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,No,,I pressed the buttons and looked for a pattern and once I identified the pattern it became a lot easier to determine the pilot.,"Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.,Decided which pilot was flying based on whether or not you received treasure,Chose the same color plane over and over again,Other",Easy,Fine
2018-11-28 13:08:06,2018-11-28 14:38:21,IP Address,216.165.95.142,100,5415,True,2018-11-28 14:38:21,R_bK4p6Q9DrBxzqKZ,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,182,IM_eQHQwrJ3XfJXOYd,IM_4ZoANqBWGZ4sYXX,IM_cGSlDZHr9rAvI1v,IM_4ZoANqBWGZ4sYXX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,double checking if a colour was the same both time i pressed it,"Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Remembered the destination of two planes for the color pilot and could then figure out where the third plane flew",Hard,Fine
2018-11-28 15:01:56,2018-11-28 16:34:00,IP Address,216.165.95.142,100,5524,True,2018-11-28 16:34:01,R_1lgj6Z9yfwFO0Ah,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,183,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,"At first I went in reverse order to the Route Pilot, but then I played keep away from the Palm Tree Island. If I had control it was Color if not Route.","Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.,Other",Easy,A little boring
2018-12-05 13:17:02,2018-12-05 14:49:46,IP Address,216.165.95.137,100,5563,True,2018-12-05 14:49:47,R_3DqjF5QzAjnpCgE,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,184,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_eQaHAXU7QfllDs9,I just rembered the order in which they go in.,"Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.",Hard,Fine
2018-12-06 12:13:51,2018-12-06 14:44:28,IP Address,216.165.95.149,100,9036,True,2018-12-06 14:44:29,R_1H6oBKDLhdSqueT,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,189,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,Every time I would just go back and forth in between volcano and palm tree and it would always reveal the answer.,Decided which pilot was flying based on whether or not you received treasure,Easy,Very boring
2018-12-06 14:54:12,2018-12-06 16:12:27,IP Address,216.165.95.149,100,4695,True,2018-12-06 16:12:28,R_3RiLW6HByvAQz0l,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,190,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_4ZoANqBWGZ4sYXX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,No,,none,"Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.,Decided which pilot was flying based on whether or not you received treasure,Chose the same color plane over and over again,Remembered the destination of two planes for the color pilot and could then figure out where the third plane flew",Just right,Very fun
2018-12-08 08:49:24,2018-12-08 10:10:32,IP Address,216.165.95.128,100,4867,True,2018-12-08 10:10:32,R_3PzZwXH0KdAFRAl,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,185,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,No,,You press the color plane that would take you to an island you would only get to with that plane under one pilot.,"Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.,Other",Easy,A little boring
2018-12-08 10:34:38,2018-12-08 11:26:52,IP Address,216.165.95.128,100,3134,True,2018-12-08 11:26:52,R_3D5clljbfjvYxU9,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,186,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,"I just matched pink with palm tree since they began with P, then memorized the other two.","Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.",Just right,Fine
2018-12-10 13:19:43,2018-12-10 16:15:38,IP Address,216.165.95.190,100,10555,True,2018-12-10 16:15:38,R_ZqtI1ExfRbRU5m9,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,188,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,Check colors that don't follow the second pilot's pattern and see if they follow pattern or color.,"Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.,Decided which pilot was flying based on whether or not you received treasure",Easy,A little fun
2018-12-12 13:48:58,2018-12-12 14:53:40,IP Address,216.165.95.148,100,3882,True,2018-12-12 14:53:41,R_1NftWLq61l3UQak,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,187,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,I memorized where the pilot would go if it was a green (to the volcano) plane or an orange plane (lighthouse),"Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.,Remembered the destination of two planes for the color pilot and could then figure out where the third plane flew",Just right,Fine
2018-12-12 15:48:58,2018-12-12 17:01:47,IP Address,216.165.95.148,100,4368,True,2018-12-12 17:01:47,R_vOXw58N9rRpZbZD,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,181,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,paid attention to the patterns,"Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.,Chose the same color plane over and over again,Remembered the destination of two planes for the color pilot and could then figure out where the third plane flew",Just right,A little boring
2018-12-19 09:37:22,2018-12-19 10:53:50,IP Address,216.165.95.164,100,4588,True,2018-12-19 10:53:50,R_3oXFjLNK9Cc4s7u,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,193,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,I Picked random Islands and If they were not in order I knew it was the pilot with the colorful planes.,"Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.,Remembered the destination of two planes for the color pilot and could then figure out where the third plane flew",Easy,A little fun
2019-01-23 08:40:10,2019-01-23 11:57:54,IP Address,216.165.95.136,100,11863,True,2019-01-23 11:57:54,R_2AFnYs60EdEStlm,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,197,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,No,,"I realized that if I chose the wrong answer for the color pilot on my first island(picking green to go to the palm tree island when pink would be the right choice) I could easily find out if the color pilot or the set route pilot was flying. It took a little bit of trial and error but for the most part I was correct. The only times I really was caught off guard was when there were random flight patterns from the people on the island. Even then, I stuck to my guns and it usually worked out for the best.","Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.,Chose the same color plane over and over again,Remembered the destination of two planes for the color pilot and could then figure out where the third plane flew",Easy,A little boring
2019-01-23 16:15:06,2019-01-23 17:34:18,IP Address,216.165.95.136,100,4752,True,2019-01-23 17:34:19,R_cMhCaZ5VQWqKHhD,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,199,IM_74jBTzPDkGoDxM9,IM_4ZoANqBWGZ4sYXX,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_eQaHAXU7QfllDs9,remembering which island leads to the others,"Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Chose the same color plane over and over again,Remembered the destination of two planes for the color pilot and could then figure out where the third plane flew",Just right,A little boring
2019-01-24 08:11:20,2019-01-24 09:26:05,IP Address,216.165.95.129,100,4485,True,2019-01-24 09:26:06,R_3CEpAxydzvmCnJm,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,194,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_eQaHAXU7QfllDs9,"I could figure out it the pilot following the route was used by selecting colors that are opposite. So if I were on the lighthouse, I would choose a color that's not pink and see if the plane would still go to the island with the palm trees.","Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.,Chose the same color plane over and over again",Just right,Fine
2019-01-24 13:19:54,2019-01-24 14:51:58,IP Address,216.165.95.129,100,5523,True,2019-01-24 14:51:58,R_WfykokT1C7p0n9D,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,192,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,"the  pilot that went places according to the plane color  was easiest for me.i picked one color plane knowing that if i picked a pink plane on the island with the volcano, the plane would either go to the palm tree island or the lighthouse island.",Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.,Just right,A little fun
2019-01-25 11:43:25,2019-01-25 13:37:56,IP Address,216.165.95.148,100,6871,True,2019-01-25 13:37:57,R_2ZVSQ48H0kBe5rf,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,198,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,I tried pressing the same color to see if I would get the same results,"Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.,Chose the same color plane over and over again",Easy,A little fun
2019-01-27 08:19:04,2019-01-27 10:08:33,IP Address,216.165.95.146,100,6569,True,2019-01-27 10:08:34,R_svTFvltOVOBYP0B,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,196,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,No,,"I chose planes that, if the color guy was flying them, would go a different route than the route guy prefers. For example, if I was on the volcano island, i'd pick the pink plane--if the route guy was flying, it would go to the lighthouse, but if the color guy was flying, it would go to the palm tree. And I just kept choosing like that, so that the difference would be easy to see.","Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.,Remembered the destination of two planes for the color pilot and could then figure out where the third plane flew,Other",Easy,A little boring
2019-01-29 15:53:10,2019-01-29 17:34:21,IP Address,216.165.95.150,100,6070,True,2019-01-29 17:34:21,R_3O9bNnyfBUF7EUs,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,191,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,memorize the color order like a mantra,"Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.",Just right,Very fun
2019-02-01 14:07:42,2019-02-01 15:16:59,IP Address,216.165.95.174,100,4157,True,2019-02-01 15:16:59,R_Aihd6uDYjSg3qkV,,,,,40.731292724609375,-73.98919677734375,anonymous,EN,200,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_8wCDeTdgCWcZdL7,"associate the color with the destination, orange is lighthouse because of the orange light, green is volcano because volcano is around trees and pink is island because I just imagine a pink island","Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.",Just right,Fine
2019-02-11 14:29:16,2019-02-11 15:46:59,IP Address,216.165.95.137,100,4663,True,2019-02-11 15:47:00,R_3lAkb4frsl9FOvA,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,201,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_eQaHAXU7QfllDs9,i didn't have one,"Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.",Hard,Fine
2019-02-22 08:23:05,2019-02-22 10:05:24,IP Address,216.165.95.162,100,6138,True,2019-02-22 10:05:25,R_1ohzyviBAhOHG5o,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,202,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_4ZoANqBWGZ4sYXX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,Yes,IM_8wCDeTdgCWcZdL7,"I the strategy i use was to remember the key colors of the plane and the location the second pilot goes to.  ","Tested to see if the islands were following the particular route. If the islands were following this pattern, then the route pilot was flying. If not, the color pilot was flying.,Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Chose the plane color that would not take you to the next island in the particular route to confirm which pilot was flying.,Remembered the destination of two planes for the color pilot and could then figure out where the third plane flew",Just right,A little boring
2019-05-04 09:46:55,2019-05-04 11:26:24,IP Address,216.165.95.143,100,5968,True,2019-05-04 11:26:24,R_1qfYLyMw3qVPIPR,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,204,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_eQaHAXU7QfllDs9,"it was easier to remember the order that pilot flew in. ","Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Decided which pilot was flying based on whether or not you received treasure",Hard,A little boring
2019-06-09 10:04:38,2019-06-09 13:21:03,IP Address,216.165.95.161,100,11785,True,2019-06-09 13:21:04,R_2dEz8inaonxKPVL,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,206,IM_5byiwnyUq5SkLdP,IM_cGSlDZHr9rAvI1v,IM_20tjmbukTsjjNNX,IM_20tjmbukTsjjNNX,IM_3lYM1VFNuPNWWwJ,IM_4ZoANqBWGZ4sYXX,Yes,IM_eQaHAXU7QfllDs9,the easier pattern was the route because you don't need to memorize as much.,"Tested to see if a plane flew to a particular island based on the color of the plane. If the plane flew to that island, then the color pilot was flying. If the plane did not go to that island, then the route pilot was flying.,Decided which pilot was flying based on whether or not you received treasure",Just right,A little boring
